CustomerNo,Recency,Frequency,Monetary,Cluster
15211,61,3,4158.78,cluster_1
15212,242,1,473.32,cluster_3
15213,319,2,2761.62,cluster_3
15214,2,8,13178.1,cluster_1
15215,47,4,4921.51,cluster_1
15216,88,1,266.6,cluster_1
15217,75,2,129.25,cluster_1
15218,11,12,38171.06,cluster_0
15219,177,2,825.8199999999999,cluster_3
15220,52,7,16415.77,cluster_1
15221,92,2,6952.06,cluster_1
15222,319,1,4523.6,cluster_3
15223,226,3,2980.65,cluster_3
15224,359,2,1888.16,cluster_3
15225,235,1,2736.22,cluster_3
15226,311,1,885.92,cluster_3
15227,37,5,8937.34,cluster_1
15228,67,4,26583.52,cluster_1
15229,176,2,7507.099999999999,cluster_3
15230,240,3,4217.35,cluster_3
15232,114,2,7534.719999999999,cluster_1
15234,277,1,2149.38,cluster_3
15235,218,12,15662.11,cluster_3
15236,299,1,3086.24,cluster_3
15237,2,5,12151.18,cluster_1
15238,30,4,8374.08,cluster_1
15239,11,2,5695.99,cluster_1
15240,45,5,15602.25,cluster_1
15241,67,8,20168.3,cluster_1
15243,75,2,2326.76,cluster_1
15244,66,2,4742.46,cluster_1
15245,135,3,19894.14,cluster_1
15246,239,2,2998.76,cluster_3
15247,123,1,2004.72,cluster_1
15249,32,13,39734.4,cluster_0
15250,192,1,30.97,cluster_3
15251,10,11,70145.45,cluster_0
15252,37,2,6109.23,cluster_1
15253,17,6,8574.07,cluster_1
15254,128,1,2940.74,cluster_1
15255,67,1,5924.73,cluster_1
15256,149,1,604.85,cluster_3
15257,284,1,796.53,cluster_3
15258,169,2,2093.98,cluster_3
15260,101,7,10746.69,cluster_1
15261,136,1,3028.6,cluster_1
15262,324,1,931.56,cluster_3
15263,107,2,1116.5,cluster_1
15264,65,1,3057.85,cluster_1
15265,152,2,7816.08,cluster_3
15266,339,1,306.77,cluster_3
15267,23,6,11728.18,cluster_1
15269,24,1,685.44,cluster_1
15270,16,7,15379.19,cluster_1
15271,8,15,14586.9,cluster_0
15272,58,2,3901.15,cluster_1
15274,5,2,5812.22,cluster_1
15275,38,1,5672.74,cluster_1
15276,67,1,745.08,cluster_1
15277,47,1,2363.52,cluster_1
15278,192,1,4638.9,cluster_3
15279,355,1,2235.12,cluster_3
15280,173,1,1694.23,cluster_3
15281,59,9,14557.6,cluster_1
15286,50,1,810.31,cluster_1
15287,23,2,4877.45,cluster_1
15288,44,5,10063.92,cluster_1
15289,30,3,11295.24,cluster_1
15290,5,18,48622.76,cluster_0
15291,26,15,27347.52,cluster_0
15292,202,1,657.55,cluster_3
15296,51,7,21813.63,cluster_1
15297,11,4,7259.97,cluster_1
15298,3,12,32596.3,cluster_0
15299,68,6,34203.270000000004,cluster_1
15300,65,1,3382.26,cluster_1
15301,51,12,32815.83,cluster_1
15303,291,1,3070.27,cluster_3
15304,61,8,1777.54,cluster_1
15306,65,4,14416.4,cluster_1
15307,96,1,589.59,cluster_1
15308,275,1,2112.0,cluster_3
15311,1,91,391423.54,cluster_2
15312,76,4,6236.099999999999,cluster_1
15313,43,2,254.39,cluster_1
15314,200,2,3556.65,cluster_3
15315,65,2,9419.7,cluster_1
15316,327,1,597.0,cluster_3
15317,284,1,1104.71,cluster_3
15318,4,1,4119.78,cluster_1
15319,165,2,2621.93,cluster_3
15320,45,1,3615.85,cluster_1
15321,71,3,14742.11,cluster_1
15322,86,1,4960.46,cluster_1
15323,191,3,4832.17,cluster_3
15325,104,1,2533.37,cluster_1
15326,191,2,4912.97,cluster_3
15327,53,1,1403.22,cluster_1
15329,26,4,22564.44,cluster_1
15330,33,2,14182.56,cluster_1
15332,367,4,8188.08,cluster_3
15333,209,1,4578.96,cluster_3
15334,157,3,3137.99,cluster_3
15335,54,1,977.9,cluster_1
15337,165,1,60.62,cluster_3
15339,67,3,7522.41,cluster_1
15341,81,1,9183.32,cluster_1
15342,130,1,3316.75,cluster_1
15343,88,1,1234.52,cluster_1
15344,1,4,11919.04,cluster_1
15345,46,1,1233.46,cluster_1
15346,99,2,1812.98,cluster_1
15347,367,1,1538.9199999999998,cluster_3
15348,73,1,957.36,cluster_1
15349,159,2,3765.6,cluster_3
15350,374,1,641.1600000000001,cluster_3
15351,13,7,8578.34,cluster_1
15353,255,2,4284.09,cluster_3
15355,30,2,630.8100000000001,cluster_1
15356,32,10,17913.29,cluster_1
15358,5,22,77004.69,cluster_0
15360,40,1,2724.32,cluster_1
15361,11,2,3904.49,cluster_1
15363,373,1,1750.14,cluster_3
15364,96,3,6181.92,cluster_1
15365,26,7,12625.24,cluster_1
15366,76,2,6982.33,cluster_1
15367,58,4,12283.48,cluster_1
15368,22,1,2814.7000000000003,cluster_1
15370,41,7,10829.86,cluster_1
15372,68,2,37907.99,cluster_1
15373,9,11,7025.1,cluster_1
15374,68,2,9066.04,cluster_1
15375,338,1,23.32,cluster_3
15376,41,3,7525.29,cluster_1
15379,170,7,26026.35,cluster_3
15380,9,5,4996.42,cluster_1
15381,214,2,2364.69,cluster_3
15382,15,6,40748.55,cluster_1
15384,170,3,6684.13,cluster_3
15385,41,1,1974.78,cluster_1
15386,187,1,4975.66,cluster_3
15387,317,1,61.34,cluster_3
15388,271,1,1046.04,cluster_3
15389,173,2,8446.8,cluster_3
15392,5,4,13495.12,cluster_1
15393,17,2,1496.12,cluster_1
15394,10,4,8628.16,cluster_1
15395,326,1,284.37,cluster_3
15396,113,1,1545.82,cluster_1
15397,290,1,301.35,cluster_3
15398,17,2,6611.06,cluster_1
15399,2,4,6887.04,cluster_1
15400,93,6,4437.12,cluster_1
15402,149,2,7747.15,cluster_3
15405,190,1,2336.32,cluster_3
15406,32,2,2853.31,cluster_1
15407,34,4,6694.38,cluster_1
15408,265,1,1360.31,cluster_3
15410,85,8,15836.22,cluster_1
15411,27,4,6657.51,cluster_1
15412,172,1,1302.18,cluster_3
15414,10,3,4182.88,cluster_1
15415,314,1,6064.32,cluster_3
15416,65,4,25011.6,cluster_1
15417,86,2,8807.72,cluster_1
15419,25,1,2496.96,cluster_1
15420,128,1,6711.0,cluster_1
15421,59,4,5358.08,cluster_1
15422,324,2,489.56,cluster_3
15423,39,1,1062.0,cluster_1
15424,255,3,18217.88,cluster_3
15426,20,5,8162.52,cluster_1
15427,34,3,11365.15,cluster_1
15428,16,1,631.38,cluster_1
15429,27,2,4302.57,cluster_1
15431,2,1,86.66000000000001,cluster_1
15432,24,1,841.53,cluster_1
15433,145,3,12660.61,cluster_1
15434,9,6,21948.78,cluster_1
15435,23,1,706.41,cluster_1
15436,13,3,6346.74,cluster_1
15437,263,1,1008.7,cluster_3
15438,132,1,765.22,cluster_1
15439,2,1,11119.98,cluster_1
15440,55,3,2375.15,cluster_1
15442,249,1,1838.4,cluster_3
15443,2,7,16661.53,cluster_1
15444,10,2,5993.63,cluster_1
15445,265,1,710.76,cluster_3
15447,331,1,1030.28,cluster_3
15448,305,2,10704.57,cluster_3
15449,27,3,9140.09,cluster_1
15450,31,2,5580.77,cluster_1
15452,30,3,3351.56,cluster_1
15453,2,7,9593.64,cluster_1
15454,363,1,1064.92,cluster_3
15455,97,1,675.69,cluster_1
15456,284,3,6910.56,cluster_3
15457,263,1,1500.35,cluster_3
15458,26,1,1764.6,cluster_1
15460,355,1,1304.1,cluster_3
15462,95,3,2003.24,cluster_1
15463,30,1,1215.5,cluster_1
15464,339,1,4601.44,cluster_3
15465,20,18,20419.63,cluster_0
15466,86,1,2864.19,cluster_1
15467,10,3,3348.4,cluster_1
15468,52,2,2067.71,cluster_1
15469,51,2,2058.17,cluster_1
15470,61,1,48.52,cluster_1
15471,3,1,1578.26,cluster_1
15472,114,1,2903.89,cluster_1
15473,15,7,7633.759999999999,cluster_1
15474,236,2,6661.17,cluster_3
15475,78,2,53161.91,cluster_1
15478,41,2,6621.98,cluster_1
15480,117,2,4808.78,cluster_1
15481,356,1,114.48,cluster_3
15482,16,11,50059.82,cluster_0
15483,162,4,3213.19,cluster_3
15484,2,4,31092.93,cluster_1
15485,31,3,15364.58,cluster_1
15488,93,1,816.48,cluster_1
15489,23,3,7393.839999999999,cluster_1
15491,96,6,20021.84,cluster_1
15492,1,3,18230.28,cluster_1
15493,33,6,8795.14,cluster_1
15494,22,2,12987.21,cluster_1
15497,18,3,8779.07,cluster_1
15498,3,27,70473.34,cluster_0
15500,9,4,6023.38,cluster_1
15501,155,1,132.81,cluster_3
15502,16,11,49213.67,cluster_0
15503,363,1,862.0,cluster_3
15504,82,1,392.37,cluster_1
15505,53,5,28199.98,cluster_1
15506,23,3,8902.9,cluster_1
15507,172,1,2115.38,cluster_3
15508,190,7,11234.68,cluster_3
15509,136,1,62.36,cluster_1
15510,331,1,1321.24,cluster_3
15511,12,5,3311.2,cluster_1
15512,156,2,820.9399999999999,cluster_3
15513,34,19,73038.72,cluster_0
15514,13,11,23621.43,cluster_1
15515,136,1,5743.3,cluster_1
15516,45,5,9041.29,cluster_1
15517,234,1,3276.97,cluster_3
15518,65,8,14388.62,cluster_1
15520,2,2,1958.98,cluster_1
15521,41,9,22228.16,cluster_1
15522,33,3,6179.47,cluster_1
15523,85,2,7703.21,cluster_1
15524,25,1,492.0,cluster_1
15525,3,5,7649.36,cluster_1
15526,34,2,398.16,cluster_1
15527,19,8,11209.6,cluster_1
15528,255,1,1471.12,cluster_3
15529,23,11,37611.32,cluster_1
15530,22,4,11148.87,cluster_1
15531,9,2,11515.8,cluster_1
15532,26,4,6851.45,cluster_1
15533,20,3,3777.35,cluster_1
15534,88,2,7545.94,cluster_1
15535,174,4,1899.18,cluster_3
15537,164,2,542.68,cluster_3
15539,8,1,2592.05,cluster_1
15540,12,1,1238.0,cluster_1
15541,115,2,776.64,cluster_1
15543,289,1,1012.54,cluster_3
15544,10,10,37094.27,cluster_1
15545,55,2,1956.64,cluster_1
15547,8,15,48052.28,cluster_0
15549,78,3,8776.86,cluster_1
15550,5,4,2969.33,cluster_1
15551,37,1,2681.13,cluster_1
15552,218,1,707.22,cluster_3
15553,61,1,4810.89,cluster_1
15554,278,1,981.0,cluster_3
15555,13,16,46389.66,cluster_0
15556,25,1,2705.6,cluster_1
15557,29,1,2663.6,cluster_1
15561,12,4,2568.9700000000003,cluster_1
15562,352,1,537.81,cluster_3
15563,23,3,16165.04,cluster_1
15565,51,3,819.72,cluster_1
15566,362,1,14893.16,cluster_3
15567,19,1,2476.51,cluster_1
15568,3,4,11351.97,cluster_1
15569,104,5,8235.199999999999,cluster_1
15570,8,12,24042.57,cluster_1
15571,12,4,2965.15,cluster_1
15572,5,7,14074.81,cluster_1
15573,32,2,4208.17,cluster_1
15574,178,4,4089.24,cluster_3
15576,38,1,4920.46,cluster_1
15577,152,3,1010.02,cluster_3
15578,163,1,663.2299999999999,cluster_3
15579,69,3,1540.68,cluster_1
15581,157,10,3413.69,cluster_1
15582,25,3,5280.4800000000005,cluster_1
15584,24,4,3624.87,cluster_1
15585,177,1,3746.4,cluster_3
15586,281,1,486.72,cluster_3
15587,51,4,4133.280000000001,cluster_1
15589,256,3,2980.99,cluster_3
15592,47,1,4026.64,cluster_1
15593,71,1,819.72,cluster_1
15594,16,5,11425.33,cluster_1
15595,355,1,5971.68,cluster_3
15596,101,5,7131.34,cluster_1
15597,36,1,3192.21,cluster_1
15598,54,1,1824.7,cluster_1
15599,27,3,13786.64,cluster_1
15601,12,14,56946.91,cluster_0
15602,9,9,12011.34,cluster_1
15603,79,1,1033.92,cluster_1
15604,53,1,1851.42,cluster_1
15605,37,5,5747.79,cluster_1
15606,62,9,12134.66,cluster_1
15607,337,1,2177.12,cluster_3
15608,29,4,8379.73,cluster_1
15609,185,1,1822.68,cluster_3
15610,52,1,667.86,cluster_1
15611,10,11,6183.16,cluster_1
15612,37,2,707.55,cluster_1
15615,11,23,56739.98,cluster_0
15618,33,4,5438.77,cluster_1
15619,11,1,841.84,cluster_1
15620,57,3,10910.44,cluster_1
15621,5,4,4544.65,cluster_1
15622,44,10,23609.82,cluster_1
15623,142,1,1589.74,cluster_1
15624,117,4,4238.22,cluster_1
15625,104,6,14866.009999999998,cluster_1
15626,75,2,8544.4,cluster_1
15628,5,10,21880.24,cluster_1
15629,303,1,1579.06,cluster_3
15630,46,2,8920.53,cluster_1
15632,16,8,23176.15,cluster_1
15633,313,1,2222.9,cluster_3
15634,18,1,1264.23,cluster_1
15636,90,3,8776.86,cluster_1
15637,53,1,1541.04,cluster_1
15638,368,1,20237.62,cluster_3
15639,135,1,3746.48,cluster_1
15640,5,16,76607.52,cluster_0
15641,106,5,17551.579999999998,cluster_1
15643,192,3,3201.76,cluster_3
15644,167,4,6233.86,cluster_3
15645,19,1,3125.07,cluster_1
15646,158,3,4497.01,cluster_3
15648,205,2,2707.8900000000003,cluster_3
15649,337,2,2805.12,cluster_3
15651,37,4,11090.68,cluster_1
15652,92,1,2478.09,cluster_1
15653,93,3,14252.9,cluster_1
15654,10,3,5861.02,cluster_1
15655,244,1,3895.25,cluster_3
15656,46,4,4282.72,cluster_1
15657,23,1,276.72,cluster_1
15658,191,5,3529.88,cluster_3
15659,44,2,12299.29,cluster_1
15660,26,9,11127.3,cluster_1
15661,318,2,2737.16,cluster_3
15663,107,1,1228.04,cluster_1
15664,51,1,2005.3,cluster_1
15665,169,2,18041.25,cluster_3
15667,40,1,2768.88,cluster_1
15668,218,1,816.48,cluster_3
15669,41,4,4206.38,cluster_1
15670,297,1,1109.99,cluster_3
15671,19,7,20086.51,cluster_1
15673,89,4,17011.26,cluster_1
15674,74,5,15212.73,cluster_1
15675,82,5,11806.3,cluster_1
15676,19,4,27668.21,cluster_1
15677,30,2,4002.1,cluster_1
15678,53,1,1628.18,cluster_1
15679,25,6,13173.8,cluster_1
15680,10,4,10237.07,cluster_1
15681,26,7,22760.91,cluster_1
15683,118,1,1479.36,cluster_1
15687,9,9,15455.19,cluster_1
15689,120,2,1121.3,cluster_1
15690,5,2,3588.24,cluster_1
15691,73,2,997.44,cluster_1
15692,29,1,1610.34,cluster_1
15693,73,1,451.34,cluster_1
15694,1,14,21902.34,cluster_0
15695,267,2,2593.12,cluster_3
15696,34,8,13150.5,cluster_1
15699,18,1,687.41,cluster_1
15700,66,3,9166.08,cluster_1
15701,3,4,9492.1,cluster_1
15703,265,1,893.22,cluster_3
15704,141,4,12466.2,cluster_1
15705,202,1,782.1199999999999,cluster_3
15706,64,4,4377.09,cluster_1
15707,36,4,6977.16,cluster_1
15708,41,7,15788.48,cluster_1
15709,284,1,1376.76,cluster_3
15712,10,5,5377.67,cluster_1
15713,53,4,16071.85,cluster_1
15714,12,4,3217.9100000000003,cluster_1
15715,124,1,7121.64,cluster_1
15716,146,4,8680.08,cluster_1
15717,235,1,871.34,cluster_3
15718,221,1,4411.97,cluster_3
15719,33,13,28258.36,cluster_0
15720,25,1,3456.76,cluster_1
15721,12,1,2641.41,cluster_1
15722,36,5,12750.61,cluster_1
15723,365,1,943.67,cluster_3
15724,5,3,983.95,cluster_1
15725,16,1,1400.39,cluster_1
15727,17,7,35165.82,cluster_1
15729,213,1,374.08,cluster_3
15730,5,4,22959.89,cluster_1
15732,213,2,1957.7,cluster_3
15733,283,1,801.74,cluster_3
15734,115,3,4817.56,cluster_1
15736,354,1,2275.59,cluster_3
15737,15,8,6587.86,cluster_1
15738,19,16,35497.4,cluster_0
15739,67,2,7287.73,cluster_1
15740,10,3,3799.99,cluster_1
15741,354,1,786.21,cluster_3
15743,17,4,2605.39,cluster_1
15744,78,2,2230.1,cluster_1
15745,20,4,5250.38,cluster_1
15746,135,1,1978.66,cluster_1
15747,13,3,3726.69,cluster_1
15748,4,2,691.46,cluster_1
15749,236,3,230408.4,cluster_3
15750,3,8,18804.56,cluster_1
15752,40,7,20248.13,cluster_1
15753,305,2,1733.76,cluster_3
15754,52,3,2509.53,cluster_1
15755,11,6,16126.41,cluster_1
15756,62,4,2906.49,cluster_1
15757,66,2,5702.75,cluster_1
15758,25,2,5660.86,cluster_1
15759,29,4,3194.03,cluster_1
15762,66,2,3051.4,cluster_1
15763,32,2,3822.52,cluster_1
15764,89,6,23707.69,cluster_1
15766,65,1,2065.12,cluster_1
15768,116,4,4957.5,cluster_1
15769,8,26,204746.44,cluster_0
15772,290,1,1014.94,cluster_3
15773,6,1,1976.54,cluster_1
15774,69,1,1169.2,cluster_1
15775,246,1,804.42,cluster_3
15776,134,2,10605.12,cluster_1
15777,242,4,4946.81,cluster_3
15779,269,1,45.96,cluster_3
15780,184,3,2741.69,cluster_3
15781,26,3,2136.97,cluster_1
15782,10,3,10445.3,cluster_1
15783,11,1,1312.28,cluster_1
15785,33,5,18254.07,cluster_1
15786,47,3,39025.68,cluster_1
15787,27,4,11707.1,cluster_1
15789,359,1,4849.48,cluster_3
15790,11,1,723.3000000000001,cluster_1
15791,44,2,8534.73,cluster_1
15793,15,3,5576.75,cluster_1
15794,312,1,2003.08,cluster_3
15795,150,1,6270.76,cluster_3
15796,2,8,10313.22,cluster_1
15797,114,3,9990.96,cluster_1
15799,76,3,10694.13,cluster_1
15800,108,2,4042.82,cluster_1
15801,47,4,7605.99,cluster_1
15803,52,1,3398.6,cluster_1
15804,1,13,29149.14,cluster_0
15805,24,17,38221.23,cluster_0
15806,47,3,6974.74,cluster_1
15807,51,3,4975.12,cluster_1
15808,307,4,16244.58,cluster_3
15809,37,5,3613.56,cluster_1
15810,79,4,8806.949999999999,cluster_1
15811,23,7,14382.49,cluster_1
15812,108,6,22923.49,cluster_1
15813,208,2,7517.11,cluster_3
15814,17,4,13555.11,cluster_1
15815,64,5,21178.14,cluster_1
15816,151,1,14540.25,cluster_3
15818,65,1,19.42,cluster_1
15819,50,4,14631.06,cluster_1
15820,102,2,4950.93,cluster_1
15821,45,2,2410.9,cluster_1
15822,4,2,3420.63,cluster_1
15823,178,2,20642.98,cluster_3
15825,173,1,3713.36,cluster_3
15826,57,3,11385.14,cluster_1
15827,74,15,28956.51,cluster_0
15829,100,2,10861.06,cluster_1
15830,38,2,11164.31,cluster_1
15831,59,3,12521.58,cluster_1
15832,255,1,5562.34,cluster_3
15834,71,4,12873.77,cluster_1
15835,45,4,4553.09,cluster_1
15836,51,1,407.28,cluster_1
15837,59,2,5004.02,cluster_1
15838,12,20,189064.64,cluster_0
15839,34,3,7395.82,cluster_1
15840,59,4,16574.13,cluster_1
15841,73,4,10909.6,cluster_1
15843,304,1,398.61,cluster_3
15844,15,3,9141.68,cluster_1
15845,18,8,22474.25,cluster_1
15847,15,3,5009.53,cluster_1
15848,220,1,25.72,cluster_3
15849,312,1,283.31,cluster_3
15850,20,2,3271.23,cluster_1
15852,94,3,730.93,cluster_1
15853,52,2,1497.2,cluster_1
15854,5,12,9242.8,cluster_1
15855,137,5,5511.49,cluster_1
15856,5,27,117853.67,cluster_0
15857,19,1,3460.72,cluster_1
15858,16,6,12929.84,cluster_1
15860,41,8,5410.9,cluster_1
15861,13,8,25242.14,cluster_1
15862,9,5,8828.13,cluster_1
15863,26,2,259.09000000000003,cluster_1
15864,23,6,14205.02,cluster_1
15865,41,3,4689.34,cluster_1
15866,102,1,1481.94,cluster_1
15867,6,15,23246.94,cluster_0
15869,65,3,4437.61,cluster_1
15870,33,1,3773.11,cluster_1
15871,59,1,8655.97,cluster_1
15872,15,2,1348.67,cluster_1
15874,64,7,31922.91,cluster_1
15875,29,1,18013.59,cluster_1
15877,2,2,2368.52,cluster_1
15879,320,1,546.88,cluster_3
15880,361,2,3828.14,cluster_3
15881,313,5,2916.62,cluster_3
15882,199,4,3232.54,cluster_3
15883,3,2,1813.56,cluster_1
15884,361,1,1006.42,cluster_3
15885,94,2,1526.62,cluster_1
15886,61,1,1692.23,cluster_1
15888,81,1,853.37,cluster_1
15889,157,2,2460.52,cluster_3
15891,227,2,9986.68,cluster_3
15892,268,1,3756.83,cluster_3
15894,254,2,1928.45,cluster_3
15895,150,1,1147.29,cluster_3
15896,268,1,8416.08,cluster_3
15897,195,2,2487.18,cluster_3
15898,2,5,5840.78,cluster_1
15899,369,1,276.24,cluster_3
15900,24,1,2559.47,cluster_1
15901,17,3,3840.3,cluster_1
15903,10,7,28565.84,cluster_1
15904,9,1,519.96,cluster_1
15906,20,8,8132.32,cluster_1
15907,4,3,4524.81,cluster_1
15909,174,1,1201.0,cluster_3
15910,1,9,9999.26,cluster_1
15912,179,2,2167.31,cluster_3
15916,17,9,8621.08,cluster_1
15917,248,1,556.61,cluster_3
15918,191,2,1898.38,cluster_3
15919,20,2,4381.38,cluster_1
15920,155,3,1131.04,cluster_3
15921,173,1,1956.5,cluster_3
15922,374,1,1792.92,cluster_3
15923,186,2,6446.47,cluster_3
15924,178,1,1577.72,cluster_3
15925,195,1,1165.44,cluster_3
15927,93,2,5886.29,cluster_1
15928,289,1,4530.82,cluster_3
15930,68,2,1509.03,cluster_1
15932,5,8,24497.72,cluster_1
15933,22,3,10090.56,cluster_1
15935,240,1,1279.16,cluster_3
15937,65,1,897.1,cluster_1
15938,113,6,4275.25,cluster_1
15939,90,14,54699.04,cluster_0
15940,312,1,77.68,cluster_3
15941,33,1,184880.85,cluster_1
15942,134,1,2723.74,cluster_1
15944,277,1,845.62,cluster_3
15945,249,2,784.4,cluster_3
15947,83,1,8536.92,cluster_1
15948,9,2,5929.14,cluster_1
15949,17,2,2682.84,cluster_1
15950,32,5,20379.73,cluster_1
15951,9,2,3113.33,cluster_1
15952,34,4,4759.12,cluster_1
15953,16,8,10290.36,cluster_1
15955,25,14,23053.72,cluster_0
15957,32,2,2536.15,cluster_1
15958,75,1,445.2000000000001,cluster_1
15961,197,1,1171.47,cluster_3
15963,20,2,3536.78,cluster_1
15965,18,4,4971.38,cluster_1
15967,24,2,2484.79,cluster_1
15969,3,3,1685.3,cluster_1
15970,304,1,1212.18,cluster_3
15971,18,12,18126.02,cluster_1
15973,367,1,1402.26,cluster_3
15974,40,7,26647.54,cluster_1
15975,85,1,2870.92,cluster_1
15976,166,2,3149.61,cluster_3
15977,18,2,11495.13,cluster_1
15978,78,1,10103.44,cluster_1
15980,89,3,18449.06,cluster_1
15981,25,8,19071.12,cluster_1
15982,78,1,71.67,cluster_1
15983,23,4,10581.7,cluster_1
15984,3,10,17563.7,cluster_1
15985,124,3,15164.16,cluster_1
15986,31,1,2919.48,cluster_1
15987,13,7,16246.27,cluster_1
15988,20,1,2005.52,cluster_1
15990,45,2,5053.76,cluster_1
15991,372,1,355.1,cluster_3
15992,4,1,105.23,cluster_1
15993,9,8,22192.49,cluster_1
15994,55,1,2197.63,cluster_1
15996,89,6,4952.97,cluster_1
15998,37,5,23741.36,cluster_1
16000,3,3,31630.9,cluster_1
16003,30,5,16975.56,cluster_1
16005,13,4,2492.74,cluster_1
16006,212,1,964.95,cluster_3
16007,48,4,15628.11,cluster_1
16008,24,3,3254.95,cluster_1
16009,23,4,4687.66,cluster_1
16010,246,3,2411.69,cluster_3
16011,9,16,23197.05,cluster_0
16012,36,3,9639.95,cluster_1
16013,4,48,194081.07,cluster_0
16014,38,3,3239.8,cluster_1
16015,4,3,8397.67,cluster_1
16016,4,8,6708.63,cluster_1
16017,48,1,1262.52,cluster_1
16018,40,2,2366.34,cluster_1
16019,47,9,21371.55,cluster_1
16020,17,3,4467.22,cluster_1
16022,261,1,3165.68,cluster_3
16023,47,3,4388.44,cluster_1
16024,13,1,2511.08,cluster_1
16025,30,1,3914.82,cluster_1
16026,44,1,2733.0,cluster_1
16027,92,6,12711.35,cluster_1
16029,39,62,434930.14,cluster_2
16030,310,1,3119.24,cluster_3
16031,93,2,4876.5,cluster_1
16033,6,20,43680.46,cluster_0
16034,197,3,2929.08,cluster_3
16036,88,2,7498.94,cluster_1
16037,270,3,5023.96,cluster_3
16038,8,3,2843.2,cluster_1
16040,66,4,8434.61,cluster_1
16041,31,3,19484.76,cluster_1
16042,23,5,8703.02,cluster_1
16043,38,4,5949.21,cluster_1
16045,120,4,10567.84,cluster_1
16048,374,2,1738.68,cluster_3
16049,41,3,8823.41,cluster_1
16050,174,1,2990.52,cluster_3
16051,158,1,6706.79,cluster_3
16052,55,2,3295.55,cluster_1
16053,33,2,19059.82,cluster_1
16054,146,1,4698.31,cluster_3
16055,158,2,17273.84,cluster_3
16056,46,1,4131.2,cluster_1
16057,17,7,9276.2,cluster_1
16059,66,6,8058.95,cluster_1
16062,10,4,8469.79,cluster_1
16063,261,1,3029.1,cluster_3
16065,366,1,2664.52,cluster_3
16066,17,6,15008.89,cluster_1
16070,23,2,5364.74,cluster_1
16071,45,1,1936.01,cluster_1
16072,289,1,2033.57,cluster_3
16073,298,1,617.28,cluster_3
16074,360,1,169.63,cluster_3
16076,4,10,16260.48,cluster_1
16078,284,1,245.12,cluster_3
16079,17,3,8771.5,cluster_1
16080,82,2,1410.6799999999998,cluster_1
16081,57,5,17959.47,cluster_1
16082,185,1,1722.6,cluster_3
16083,101,2,10657.06,cluster_1
16084,300,1,2661.0,cluster_3
16085,24,5,7525.08,cluster_1
16086,60,5,5277.88,cluster_1
16091,155,2,1653.62,cluster_3
16092,115,3,7274.76,cluster_1
16093,107,1,222.4,cluster_1
16094,12,4,6968.41,cluster_1
16096,265,2,1829.48,cluster_3
16097,241,1,1081.31,cluster_3
16098,88,7,8338.44,cluster_1
16099,51,3,4084.1,cluster_1
16101,71,1,7975.93,cluster_1
16102,43,3,11542.72,cluster_1
16103,8,6,7160.06,cluster_1
16104,62,2,11988.95,cluster_1
16105,249,1,3728.24,cluster_3
16106,66,1,869.62,cluster_1
16107,18,7,14044.04,cluster_1
16108,85,1,7043.1,cluster_1
16109,219,2,6899.52,cluster_3
16110,46,3,8719.31,cluster_1
16112,144,4,6083.12,cluster_1
16113,184,1,1969.66,cluster_3
16114,171,1,579.74,cluster_3
16115,10,8,11273.62,cluster_1
16116,212,1,3169.91,cluster_3
16117,166,2,2159.17,cluster_3
16119,9,3,4293.69,cluster_1
16120,60,4,10341.03,cluster_1
16121,58,2,6584.36,cluster_1
16122,74,5,12338.58,cluster_1
16123,52,1,2057.74,cluster_1
16124,318,1,747.2,cluster_3
16125,368,1,1445.15,cluster_3
16126,30,4,28222.56,cluster_1
16127,40,1,3983.02,cluster_1
16128,18,6,11558.51,cluster_1
16130,330,1,1663.16,cluster_3
16131,52,7,23126.51,cluster_1
16132,330,1,835.49,cluster_3
16133,4,33,99873.97,cluster_0
16134,22,2,4380.34,cluster_1
16135,263,1,2672.32,cluster_3
16136,60,3,5236.86,cluster_1
16137,71,1,4911.6,cluster_1
16139,19,3,4033.16,cluster_1
16140,66,2,8225.46,cluster_1
16141,89,1,3075.03,cluster_1
16142,250,1,4633.72,cluster_3
16143,4,6,11275.01,cluster_1
16144,247,1,343.52,cluster_3
16145,9,11,34302.13,cluster_1
16146,158,3,5128.43,cluster_3
16147,134,1,2781.96,cluster_1
16148,297,1,816.48,cluster_3
16149,5,2,2801.96,cluster_1
16150,8,7,12533.81,cluster_1
16152,269,1,8455.06,cluster_3
16153,50,5,11733.8,cluster_1
16154,43,1,1815.34,cluster_1
16156,9,9,14897.85,cluster_1
16157,16,3,3167.19,cluster_1
16159,282,1,2775.8,cluster_3
16160,66,2,11869.18,cluster_1
16161,2,19,26021.54,cluster_0
16162,211,2,4275.51,cluster_3
16163,157,4,12515.39,cluster_3
16164,18,3,5218.68,cluster_1
16166,256,1,1261.88,cluster_3
16168,11,27,22754.7,cluster_0
16169,9,4,13137.15,cluster_1
16170,51,6,20007.66,cluster_1
16171,60,1,321.0,cluster_1
16172,96,5,8925.08,cluster_1
16173,16,6,6456.09,cluster_1
16174,127,3,7470.14,cluster_1
16175,95,5,8078.08,cluster_1
16176,285,1,881.51,cluster_3
16177,51,1,1313.9199999999998,cluster_1
16178,139,1,1166.26,cluster_1
16179,61,1,1112.09,cluster_1
16180,101,8,44407.4,cluster_1
